detection_id,reader_uwb_id,tag_id,tag_temperature,distance,Location_name,insert_timestamp
878558,23208,54319,39,5.66,OPER_MSE01-1,2022-07-13 09:25:55.283
878559,23208,54319,38,5.66,OPER_MSE01-1,2022-07-13 09:26:00.300
878560,23208,54319,39,5.66,OPER_MSE01-1,2022-07-13 09:26:05.330
878561,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:26:10.363
878562,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:26:15.377
878563,23208,54319,39,5.68,OPER_MSE01-1,2022-07-13 09:26:20.410
878564,23208,54319,38,5.64,OPER_MSE01-1,2022-07-13 09:26:25.427
878565,23208,54319,39,5.67,OPER_MSE01-1,2022-07-13 09:26:30.457
878566,23208,54319,39,5.68,OPER_MSE01-1,2022-07-13 09:26:35.473
878567,23208,54319,38,5.65,OPER_MSE01-1,2022-07-13 09:26:40.503
878568,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:26:45.537
878569,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:26:50.550
878570,23208,54319,39,5.62,OPER_MSE01-1,2022-07-13 09:26:55.583
878571,23208,54319,38,5.65,OPER_MSE01-1,2022-07-13 09:27:00.613
878572,23208,54319,39,5.68,OPER_MSE01-1,2022-07-13 09:27:05.630
878573,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:27:10.647
878574,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:27:15.677
878575,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:27:20.710
878576,23208,54319,39,5.66,OPER_MSE01-1,2022-07-13 09:27:25.740
878577,23208,54319,39,5.66,OPER_MSE01-1,2022-07-13 09:27:30.757
878578,23208,54319,39,5.63,OPER_MSE01-1,2022-07-13 09:27:35.787
878579,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:27:40.803
878580,23208,54319,38,5.67,OPER_MSE01-1,2022-07-13 09:27:45.833
878581,23208,54319,39,5.66,OPER_MSE01-1,2022-07-13 09:27:50.850
878582,23208,54319,38,5.73,OPER_MSE01-1,2022-07-13 09:27:55.880
878583,23208,54319,39,5.63,OPER_MSE01-1,2022-07-13 09:28:00.913
878584,23208,54319,39,5.67,OPER_MSE01-1,2022-07-13 09:28:05.930
878585,23208,54319,39,5.67,OPER_MSE01-1,2022-07-13 09:28:10.960
878586,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:28:15.990
878587,23208,54319,39,5.62,OPER_MSE01-1,2022-07-13 09:28:21.007
878588,23208,54319,39,5.63,OPER_MSE01-1,2022-07-13 09:28:26.023
878589,23208,54319,39,5.68,OPER_MSE01-1,2022-07-13 09:28:31.053
878590,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:28:36.087
878591,23208,54319,39,5.63,OPER_MSE01-1,2022-07-13 09:28:41.100
878592,23208,54319,39,5.66,OPER_MSE01-1,2022-07-13 09:28:46.133
878593,23208,54319,39,5.64,OPER_MSE01-1,2022-07-13 09:28:51.150
878594,23208,54319,39,5.67,OPER_MSE01-1,2022-07-13 09:28:56.180
878595,23208,54319,39,5.7,OPER_MSE01-1,2022-07-13 09:29:01.197
878596,23208,54319,39,5.67,OPER_MSE01-1,2022-07-13 09:29:06.227
878597,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:29:11.260
878598,23208,54319,38,5.63,OPER_MSE01-1,2022-07-13 09:29:16.273
878599,23208,54319,39,5.63,OPER_MSE01-1,2022-07-13 09:29:21.307
878600,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:29:26.337
878601,23208,54319,39,5.7,OPER_MSE01-1,2022-07-13 09:29:31.353
878602,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:29:36.370
878603,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:29:41.417
878604,23208,54319,39,5.67,OPER_MSE01-1,2022-07-13 09:29:46.417
878605,23208,54319,39,5.66,OPER_MSE01-1,2022-07-13 09:29:51.463
878606,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:29:56.480
878607,23208,54319,39,5.66,OPER_MSE01-1,2022-07-13 09:30:01.510
878608,23208,54319,39,5.66,OPER_MSE01-1,2022-07-13 09:30:06.527
878609,23208,54319,39,5.61,OPER_MSE01-1,2022-07-13 09:30:11.540
878610,23208,54319,39,5.66,OPER_MSE01-1,2022-07-13 09:30:16.573
878611,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:30:21.603
878612,23208,54319,38,5.66,OPER_MSE01-1,2022-07-13 09:30:26.620
878613,23208,54319,39,5.66,OPER_MSE01-1,2022-07-13 09:30:31.650
878614,23208,54319,39,5.63,OPER_MSE01-1,2022-07-13 09:30:36.887
878615,23208,54319,39,5.63,OPER_MSE01-1,2022-07-13 09:30:41.700
878616,23208,54319,39,5.62,OPER_MSE01-1,2022-07-13 09:30:46.730
878617,23208,54319,39,5.67,OPER_MSE01-1,2022-07-13 09:30:51.760
878618,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:30:56.777
878619,23208,54319,39,5.63,OPER_MSE01-1,2022-07-13 09:31:01.793
878620,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:31:06.823
878621,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:31:11.840
878622,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:31:16.870
878623,23208,54319,39,5.64,OPER_MSE01-1,2022-07-13 09:31:21.903
878624,23208,54319,39,5.63,OPER_MSE01-1,2022-07-13 09:31:26.920
878625,23208,54319,39,5.61,OPER_MSE01-1,2022-07-13 09:31:31.950
878626,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:31:36.980
878627,23208,54319,39,5.61,OPER_MSE01-1,2022-07-13 09:31:41.997
878628,23208,54319,39,5.6,OPER_MSE01-1,2022-07-13 09:31:47.043
878629,23208,54319,39,5.68,OPER_MSE01-1,2022-07-13 09:31:52.047
878630,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:31:57.077
878631,23208,54319,39,5.66,OPER_MSE01-1,2022-07-13 09:32:02.093
878632,23208,54319,39,5.66,OPER_MSE01-1,2022-07-13 09:32:07.123
878633,23208,54319,38,5.67,OPER_MSE01-1,2022-07-13 09:32:12.157
878634,23208,54319,39,5.66,OPER_MSE01-1,2022-07-13 09:32:17.170
878635,23208,54319,39,5.63,OPER_MSE01-1,2022-07-13 09:32:22.187
878636,23208,54319,39,5.61,OPER_MSE01-1,2022-07-13 09:32:27.220
878637,23208,54319,39,5.67,OPER_MSE01-1,2022-07-13 09:32:32.283
878638,23208,54319,39,5.7,OPER_MSE01-1,2022-07-13 09:32:37.280
878639,23208,54319,39,5.6,OPER_MSE01-1,2022-07-13 09:32:42.280
878640,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:32:47.327
878641,23208,54319,39,5.64,OPER_MSE01-1,2022-07-13 09:32:52.343
878642,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:32:57.377
878643,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:33:02.390
878644,23208,54319,39,5.66,OPER_MSE01-1,2022-07-13 09:33:07.423
878645,23208,54319,39,5.62,OPER_MSE01-1,2022-07-13 09:33:12.437
878646,23208,54319,39,5.63,OPER_MSE01-1,2022-07-13 09:33:17.470
878647,23208,54319,38,5.61,OPER_MSE01-1,2022-07-13 09:33:22.483
878648,23208,54319,39,5.61,OPER_MSE01-1,2022-07-13 09:33:27.517
878649,23208,54319,39,5.62,OPER_MSE01-1,2022-07-13 09:33:32.547
878650,23208,54319,40,5.67,OPER_MSE01-1,2022-07-13 09:33:37.563
878651,23208,54319,39,5.67,OPER_MSE01-1,2022-07-13 09:33:42.580
878652,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:33:47.610
878653,23208,54319,39,5.6,OPER_MSE01-1,2022-07-13 09:33:52.640
878654,23208,54319,39,5.64,OPER_MSE01-1,2022-07-13 09:33:57.657
878655,23208,54319,39,5.62,OPER_MSE01-1,2022-07-13 09:34:02.690
878656,23208,54319,39,5.63,OPER_MSE01-1,2022-07-13 09:34:07.703
878657,23208,54319,39,5.62,OPER_MSE01-1,2022-07-13 09:34:12.737
878658,23208,54319,39,5.54,OPER_MSE01-1,2022-07-13 09:34:17.767
878659,23208,54319,39,5.64,OPER_MSE01-1,2022-07-13 09:34:22.800
878660,23208,54319,39,5.64,OPER_MSE01-1,2022-07-13 09:34:27.813
878661,23208,54319,39,5.62,OPER_MSE01-1,2022-07-13 09:34:32.847
878662,23208,54319,39,5.62,OPER_MSE01-1,2022-07-13 09:34:37.860
878663,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:34:42.893
878664,23208,54319,39,5.62,OPER_MSE01-1,2022-07-13 09:34:47.910
878665,23208,54319,39,5.62,OPER_MSE01-1,2022-07-13 09:34:52.940
878666,23208,54319,39,5.66,OPER_MSE01-1,2022-07-13 09:34:57.957
878667,23208,54319,39,5.66,OPER_MSE01-1,2022-07-13 09:35:02.987
878668,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:35:08.020
878669,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:35:13.033
878670,23208,54319,39,5.68,OPER_MSE01-1,2022-07-13 09:35:18.067
878671,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:35:23.097
878672,23208,54319,39,5.62,OPER_MSE01-1,2022-07-13 09:35:28.097
878673,23208,54319,39,5.63,OPER_MSE01-1,2022-07-13 09:35:33.143
878674,23208,54319,39,5.66,OPER_MSE01-1,2022-07-13 09:35:38.160
878675,23208,54319,39,5.63,OPER_MSE01-1,2022-07-13 09:35:43.207
878676,23208,54319,39,5.63,OPER_MSE01-1,2022-07-13 09:35:48.223
878677,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:35:53.287
878678,23208,54319,39,5.63,OPER_MSE01-1,2022-07-13 09:35:58.317
878679,23208,54319,39,5.64,OPER_MSE01-1,2022-07-13 09:36:03.300
878680,23208,54319,39,5.6,OPER_MSE01-1,2022-07-13 09:36:08.317
878681,23208,54319,39,5.66,OPER_MSE01-1,2022-07-13 09:36:13.350
878682,23208,54319,39,5.63,OPER_MSE01-1,2022-07-13 09:36:18.363
878683,23208,54319,39,5.61,OPER_MSE01-1,2022-07-13 09:36:23.380
878684,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:36:28.410
878685,23208,54319,39,5.64,OPER_MSE01-1,2022-07-13 09:36:33.427
878686,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:36:38.457
878687,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:36:43.490
878688,23208,54319,39,5.64,OPER_MSE01-1,2022-07-13 09:36:48.507
878689,23208,54319,39,5.66,OPER_MSE01-1,2022-07-13 09:36:53.537
878690,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:36:58.567
878691,23208,54319,39,5.66,OPER_MSE01-1,2022-07-13 09:37:03.583
878692,23208,54319,39,5.67,OPER_MSE01-1,2022-07-13 09:37:08.613
878693,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:37:13.630
878694,23208,54319,39,5.63,OPER_MSE01-1,2022-07-13 09:37:18.660
878695,23208,54319,39,5.68,OPER_MSE01-1,2022-07-13 09:37:23.677
878696,23208,54319,39,5.64,OPER_MSE01-1,2022-07-13 09:37:28.710
878697,23208,54319,39,5.63,OPER_MSE01-1,2022-07-13 09:37:33.757
878698,23208,54319,39,5.61,OPER_MSE01-1,2022-07-13 09:37:38.757
878699,23208,54319,39,5.63,OPER_MSE01-1,2022-07-13 09:37:43.770
878700,23208,54319,39,5.6,OPER_MSE01-1,2022-07-13 09:37:48.803
878701,23208,54319,39,5.63,OPER_MSE01-1,2022-07-13 09:37:53.833
878702,23208,54319,39,5.67,OPER_MSE01-1,2022-07-13 09:37:58.850
878703,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:38:03.880
878704,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:38:08.913
878705,23208,54319,39,5.63,OPER_MSE01-1,2022-07-13 09:38:13.930
878706,23208,54319,38,5.63,OPER_MSE01-1,2022-07-13 09:38:18.960
878707,23208,54319,39,5.62,OPER_MSE01-1,2022-07-13 09:38:23.990
878708,23208,54319,39,5.66,OPER_MSE01-1,2022-07-13 09:38:29.007
878709,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:38:34.023
878710,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:38:39.070
878711,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:38:44.087
878712,23208,54319,38,5.67,OPER_MSE01-1,2022-07-13 09:38:49.150
878713,23208,54319,38,5.63,OPER_MSE01-1,2022-07-13 09:38:54.133
878714,23208,54319,39,5.6,OPER_MSE01-1,2022-07-13 09:38:59.163
878715,23208,54319,39,5.62,OPER_MSE01-1,2022-07-13 09:39:04.180
878716,23208,54319,39,5.64,OPER_MSE01-1,2022-07-13 09:39:09.210
878717,23208,54319,39,5.66,OPER_MSE01-1,2022-07-13 09:39:14.227
878718,23208,54319,39,5.63,OPER_MSE01-1,2022-07-13 09:39:19.260
878719,23208,54319,39,5.66,OPER_MSE01-1,2022-07-13 09:39:24.273
878720,23208,54319,39,5.67,OPER_MSE01-1,2022-07-13 09:39:29.307
878721,23208,54319,39,5.69,OPER_MSE01-1,2022-07-13 09:39:34.320
878722,23208,54319,39,5.67,OPER_MSE01-1,2022-07-13 09:39:39.353
878723,23208,54319,39,5.66,OPER_MSE01-1,2022-07-13 09:39:44.370
878724,23208,54319,38,5.68,OPER_MSE01-1,2022-07-13 09:39:49.400
878725,23208,54319,39,5.67,OPER_MSE01-1,2022-07-13 09:39:54.430
878726,23208,54319,39,5.67,OPER_MSE01-1,2022-07-13 09:39:59.463
878727,23208,54319,39,5.62,OPER_MSE01-1,2022-07-13 09:40:04.480
878728,23208,54319,39,5.64,OPER_MSE01-1,2022-07-13 09:40:09.510
878729,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:40:14.527
878730,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:40:19.557
878731,23208,54319,39,5.6,OPER_MSE01-1,2022-07-13 09:40:24.573
878732,23208,54319,39,5.54,OPER_MSE01-1,2022-07-13 09:40:29.603
878733,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:40:34.620
878734,23208,54319,39,5.66,OPER_MSE01-1,2022-07-13 09:40:39.697
878735,23208,54319,39,5.61,OPER_MSE01-1,2022-07-13 09:40:44.667
878736,23208,54319,39,5.69,OPER_MSE01-1,2022-07-13 09:40:49.697
878737,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:40:54.730
878738,23208,54319,39,5.63,OPER_MSE01-1,2022-07-13 09:40:59.743
878739,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:41:04.777
878740,23208,54319,39,5.63,OPER_MSE01-1,2022-07-13 09:41:09.790
878741,23208,54319,39,5.68,OPER_MSE01-1,2022-07-13 09:41:14.823
878742,23208,54319,39,5.64,OPER_MSE01-1,2022-07-13 09:41:19.853
878743,23208,54319,39,5.67,OPER_MSE01-1,2022-07-13 09:41:24.870
878744,23208,54319,38,5.66,OPER_MSE01-1,2022-07-13 09:41:29.900
878745,23208,54319,39,5.69,OPER_MSE01-1,2022-07-13 09:41:34.933
878746,23208,54319,39,5.67,OPER_MSE01-1,2022-07-13 09:41:39.950
878747,23208,54319,39,5.67,OPER_MSE01-1,2022-07-13 09:41:44.980
878748,23208,54319,39,5.66,OPER_MSE01-1,2022-07-13 09:41:49.997
878749,23208,54319,39,5.64,OPER_MSE01-1,2022-07-13 09:41:55.027
878750,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:42:00.060
878751,23208,54319,39,5.58,OPER_MSE01-1,2022-07-13 09:42:05.073
878752,23208,54319,39,5.6,OPER_MSE01-1,2022-07-13 09:42:10.107
878753,23208,54319,39,5.64,OPER_MSE01-1,2022-07-13 09:42:15.120
878754,23208,54319,39,5.59,OPER_MSE01-1,2022-07-13 09:42:20.153
878755,23208,54319,39,5.67,OPER_MSE01-1,2022-07-13 09:42:25.183
878756,23208,54319,39,5.58,OPER_MSE01-1,2022-07-13 09:42:30.200
878757,23208,54319,39,5.68,OPER_MSE01-1,2022-07-13 09:42:35.230
878758,23208,54319,39,5.72,OPER_MSE01-1,2022-07-13 09:42:40.247
878759,23208,54319,39,5.61,OPER_MSE01-1,2022-07-13 09:42:45.280
878760,23208,54319,39,5.62,OPER_MSE01-1,2022-07-13 09:42:50.310
878761,23208,54319,39,5.49,OPER_MSE01-1,2022-07-13 09:42:55.327
878762,23208,54319,39,5.75,OPER_MSE01-1,2022-07-13 09:43:00.390
878763,23208,54319,39,5.68,OPER_MSE01-1,2022-07-13 09:43:05.390
878764,23208,54319,40,5.68,OPER_MSE01-1,2022-07-13 09:43:10.403
878765,23208,54319,39,5.64,OPER_MSE01-1,2022-07-13 09:43:15.467
878766,23208,54319,39,5.67,OPER_MSE01-1,2022-07-13 09:43:20.450
878767,23208,54319,39,5.69,OPER_MSE01-1,2022-07-13 09:43:25.467
878768,23208,54319,39,5.83,OPER_MSE01-1,2022-07-13 09:43:30.500
878769,23208,54319,39,5.69,OPER_MSE01-1,2022-07-13 09:43:35.530
878770,23208,54319,39,5.62,OPER_MSE01-1,2022-07-13 09:43:40.547
878771,23208,54319,39,5.72,OPER_MSE01-1,2022-07-13 09:43:45.577
878772,23208,54319,39,5.71,OPER_MSE01-1,2022-07-13 09:43:50.593
878773,23208,54319,39,5.75,OPER_MSE01-1,2022-07-13 09:43:55.623
878774,23208,54319,39,5.6,OPER_MSE01-1,2022-07-13 09:44:00.653
878775,23208,54319,39,5.66,OPER_MSE01-1,2022-07-13 09:44:05.687
878776,23208,54319,39,5.67,OPER_MSE01-1,2022-07-13 09:44:10.700
878777,23208,54319,40,5.68,OPER_MSE01-1,2022-07-13 09:44:15.810
878778,23208,54319,39,5.73,OPER_MSE01-1,2022-07-13 09:44:20.750
878779,23208,54319,39,5.59,OPER_MSE01-1,2022-07-13 09:44:25.780
878780,23208,54319,39,5.7,OPER_MSE01-1,2022-07-13 09:44:30.810
878781,23208,54319,39,5.68,OPER_MSE01-1,2022-07-13 09:44:35.827
878782,23208,54319,39,5.64,OPER_MSE01-1,2022-07-13 09:44:40.860
878783,23208,54319,39,5.67,OPER_MSE01-1,2022-07-13 09:44:45.890
878784,23208,54319,39,5.66,OPER_MSE01-1,2022-07-13 09:44:50.890
878785,23208,54319,39,5.58,OPER_MSE01-1,2022-07-13 09:44:55.920
878786,23208,54319,39,5.72,OPER_MSE01-1,2022-07-13 09:45:00.953
878787,23208,54319,38,5.6,OPER_MSE01-1,2022-07-13 09:45:05.983
878788,23208,54319,39,5.6,OPER_MSE01-1,2022-07-13 09:45:11.000
878789,23208,54319,39,5.56,OPER_MSE01-1,2022-07-13 09:45:16.030
878790,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:45:21.047
878791,23208,54319,39,5.67,OPER_MSE01-1,2022-07-13 09:45:26.063
878792,23208,54319,39,5.61,OPER_MSE01-1,2022-07-13 09:45:31.093
878793,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:45:36.127
878794,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:45:41.140
878795,23208,54319,39,5.67,OPER_MSE01-1,2022-07-13 09:45:46.173
878796,23208,54319,39,5.66,OPER_MSE01-1,2022-07-13 09:45:51.203
878797,23208,54319,39,5.55,OPER_MSE01-1,2022-07-13 09:45:56.233
878798,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:46:01.267
878799,23208,54319,39,5.58,OPER_MSE01-1,2022-07-13 09:46:06.297
878800,23208,54319,39,5.55,OPER_MSE01-1,2022-07-13 09:46:11.313
878801,23208,54319,39,5.66,OPER_MSE01-1,2022-07-13 09:46:16.360
878802,23208,54319,38,5.65,OPER_MSE01-1,2022-07-13 09:46:21.423
878803,23208,54319,39,5.61,OPER_MSE01-1,2022-07-13 09:46:26.440
878804,23208,54319,39,5.6,OPER_MSE01-1,2022-07-13 09:46:31.453
878805,23208,54319,39,5.59,OPER_MSE01-1,2022-07-13 09:47:56.660
878806,23208,54319,39,5.64,OPER_MSE01-1,2022-07-13 09:47:56.673
878807,23208,54319,39,5.67,OPER_MSE01-1,2022-07-13 09:47:56.673
878808,23208,54319,39,5.7,OPER_MSE01-1,2022-07-13 09:47:56.690
878809,23208,54319,39,5.68,OPER_MSE01-1,2022-07-13 09:47:56.707
878810,23208,54319,39,5.71,OPER_MSE01-1,2022-07-13 09:47:56.720
878811,23208,54319,39,5.67,OPER_MSE01-1,2022-07-13 09:47:56.720
878812,23208,54319,39,5.58,OPER_MSE01-1,2022-07-13 09:47:56.737
878813,23208,54319,39,5.76,OPER_MSE01-1,2022-07-13 09:47:56.737
878814,23208,54319,39,5.63,OPER_MSE01-1,2022-07-13 09:47:56.737
878815,23208,54319,39,5.67,OPER_MSE01-1,2022-07-13 09:47:56.753
878816,23208,54319,39,5.64,OPER_MSE01-1,2022-07-13 09:47:56.753
878817,23208,54319,39,5.58,OPER_MSE01-1,2022-07-13 09:47:56.767
878818,23208,54319,39,5.69,OPER_MSE01-1,2022-07-13 09:47:56.767
878819,23208,54319,39,5.6,OPER_MSE01-1,2022-07-13 09:47:56.767
878820,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:47:56.783
878821,23208,54319,39,5.71,OPER_MSE01-1,2022-07-13 09:47:56.813
878822,23208,54319,39,5.56,OPER_MSE01-1,2022-07-13 09:48:01.847
878823,23208,54319,39,5.66,OPER_MSE01-1,2022-07-13 09:48:06.877
878824,23208,54319,39,5.56,OPER_MSE01-1,2022-07-13 09:48:11.893
878825,23208,54319,39,5.64,OPER_MSE01-1,2022-07-13 09:48:16.923
878826,23208,54319,39,5.67,OPER_MSE01-1,2022-07-13 09:48:21.940
878827,23208,54319,39,5.67,OPER_MSE01-1,2022-07-13 09:48:26.970
878828,23208,54319,39,5.67,OPER_MSE01-1,2022-07-13 09:48:32.003
878829,23208,54319,39,5.71,OPER_MSE01-1,2022-07-13 09:48:37.690
878830,23208,54319,39,5.69,OPER_MSE01-1,2022-07-13 09:48:42.050
878831,23208,54319,39,5.67,OPER_MSE01-1,2022-07-13 09:48:47.080
878832,23208,54319,39,5.73,OPER_MSE01-1,2022-07-13 09:48:52.113
878833,23208,54319,39,5.68,OPER_MSE01-1,2022-07-13 09:48:57.130
878834,23208,54319,40,5.68,OPER_MSE01-1,2022-07-13 09:49:02.190
878835,23208,54319,39,5.7,OPER_MSE01-1,2022-07-13 09:49:07.160
878836,23208,54319,39,5.62,OPER_MSE01-1,2022-07-13 09:49:12.190
878837,23208,54319,39,5.7,OPER_MSE01-1,2022-07-13 09:49:17.223
878838,23208,54319,39,5.7,OPER_MSE01-1,2022-07-13 09:49:22.253
878839,23208,54319,39,5.64,OPER_MSE01-1,2022-07-13 09:49:27.270
878840,23208,54319,39,5.68,OPER_MSE01-1,2022-07-13 09:49:32.300
878841,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:49:37.317
878842,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:49:42.363
878843,23208,54319,39,5.6,OPER_MSE01-1,2022-07-13 09:49:47.363
878844,23208,54319,39,5.62,OPER_MSE01-1,2022-07-13 09:49:52.393
878845,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:49:57.427
878846,23208,54319,39,5.7,OPER_MSE01-1,2022-07-13 09:50:02.440
878847,23208,54319,39,5.55,OPER_MSE01-1,2022-07-13 09:50:07.457
878848,23208,54319,39,5.6,OPER_MSE01-1,2022-07-13 09:50:12.503
878849,23208,54319,39,5.5,OPER_MSE01-1,2022-07-13 09:50:17.520
878850,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:50:22.537
878851,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:50:27.567
878852,23208,54319,39,5.63,OPER_MSE01-1,2022-07-13 09:50:32.600
878853,23208,54319,39,5.58,OPER_MSE01-1,2022-07-13 09:50:37.613
878854,23208,54319,38,5.67,OPER_MSE01-1,2022-07-13 09:50:42.647
878855,23208,54319,39,5.6,OPER_MSE01-1,2022-07-13 09:50:47.677
878856,23208,54319,39,5.67,OPER_MSE01-1,2022-07-13 09:50:52.693
878857,23208,54319,39,5.67,OPER_MSE01-1,2022-07-13 09:50:57.710
878858,23208,54319,39,5.7,OPER_MSE01-1,2022-07-13 09:51:02.740
878859,23208,54319,39,5.67,OPER_MSE01-1,2022-07-13 09:51:07.757
878860,23208,54319,39,5.68,OPER_MSE01-1,2022-07-13 09:51:12.803
878861,23208,54319,39,5.62,OPER_MSE01-1,2022-07-13 09:51:17.817
878862,23208,54319,39,5.68,OPER_MSE01-1,2022-07-13 09:51:22.833
878863,23208,54319,39,5.69,OPER_MSE01-1,2022-07-13 09:51:27.863
878864,23208,54319,38,5.65,OPER_MSE01-1,2022-07-13 09:51:32.897
878865,23208,54319,39,5.6,OPER_MSE01-1,2022-07-13 09:51:37.927
878866,23208,54319,39,5.67,OPER_MSE01-1,2022-07-13 09:51:42.943
878867,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:51:47.973
878868,23208,54319,39,5.68,OPER_MSE01-1,2022-07-13 09:51:52.990
878869,23208,54319,39,5.66,OPER_MSE01-1,2022-07-13 09:51:58.020
878870,23208,54319,39,5.63,OPER_MSE01-1,2022-07-13 09:52:03.037
878871,23208,54319,39,5.61,OPER_MSE01-1,2022-07-13 09:52:08.070
878872,23208,54319,39,5.57,OPER_MSE01-1,2022-07-13 09:52:13.100
878873,23208,54319,39,5.68,OPER_MSE01-1,2022-07-13 09:52:18.117
878874,23208,54319,39,5.62,OPER_MSE01-1,2022-07-13 09:52:23.147
878875,23208,54319,39,5.63,OPER_MSE01-1,2022-07-13 09:52:28.163
878876,23208,54319,39,5.66,OPER_MSE01-1,2022-07-13 09:52:33.180
878877,23208,54319,39,5.6,OPER_MSE01-1,2022-07-13 09:52:38.210
878878,23208,54319,39,5.66,OPER_MSE01-1,2022-07-13 09:52:43.240
878879,23208,54319,39,5.62,OPER_MSE01-1,2022-07-13 09:52:48.257
878880,23208,54319,39,5.67,OPER_MSE01-1,2022-07-13 09:52:53.290
878881,23208,54319,39,5.63,OPER_MSE01-1,2022-07-13 09:52:58.303
878882,23208,54319,39,5.59,OPER_MSE01-1,2022-07-13 09:53:03.337
878883,23208,54319,39,5.46,OPER_MSE01-1,2022-07-13 09:53:08.367
878884,23208,54319,39,5.48,OPER_MSE01-1,2022-07-13 09:53:13.383
878885,23208,54319,38,5.73,OPER_MSE01-1,2022-07-13 09:53:18.413
878886,23208,54319,39,5.7,OPER_MSE01-1,2022-07-13 09:53:23.430
878887,23208,54319,39,5.64,OPER_MSE01-1,2022-07-13 09:53:28.460
878888,23208,54319,39,5.64,OPER_MSE01-1,2022-07-13 09:53:33.493
878889,23208,54319,39,5.68,OPER_MSE01-1,2022-07-13 09:53:38.510
878890,23208,54319,39,5.68,OPER_MSE01-1,2022-07-13 09:53:43.540
878891,23208,54319,39,5.6,OPER_MSE01-1,2022-07-13 09:53:48.570
878892,23208,54319,39,5.64,OPER_MSE01-1,2022-07-13 09:53:53.587
878893,23208,54319,39,5.74,OPER_MSE01-1,2022-07-13 09:53:58.617
878894,23208,54319,39,5.73,OPER_MSE01-1,2022-07-13 09:54:03.633
878895,23208,54319,39,5.75,OPER_MSE01-1,2022-07-13 09:54:08.650
878896,23208,54319,39,5.7,OPER_MSE01-1,2022-07-13 09:54:13.680
878897,23208,54319,39,5.65,OPER_MSE01-1,2022-07-13 09:54:18.713
